Datum;Uhrzeit;Fahrradbruecke;Fahrradbruecke stadteinwaerts;Fahrradbruecke stadtauswaerts;Symbol Wetter;Temperatur (°C);Gefühlte Temperatur (°C);Regen (mm)
18/01/2019;00:00;59;27;32;Mäßige bis starke Schneefälle;2;-3;0
18/01/2019;01:00;28;6;22;Mäßige bis starke Schneefälle;1;-3;0
18/01/2019;02:00;4;4;0;Mäßige bis starke Schneefälle;1;-3;0
18/01/2019;03:00;4;3;1;Mäßige bis starke Schneefälle;1;-3;0
18/01/2019;04:00;10;4;6;Mäßige bis starke Schneefälle;0;-3;0
18/01/2019;05:00;35;23;12;Stellenweise starker Schneefall;-1;-3;0
18/01/2019;06:00;89;43;46;Stellenweise starker Schneefall;-2;-3;0
18/01/2019;07:00;515;304;211;Stellenweise starker Schneefall;-2;-2;0
18/01/2019;08:00;462;265;197;Stellenweise starker Schneefall;-1;-2;0
18/01/2019;09:00;426;269;157;Stellenweise starker Schneefall;-1;-1;0
18/01/2019;10:00;250;156;94;Stellenweise starker Schneefall;-1;-1;0
18/01/2019;11:00;321;176;145;Leicht bewölkt;0;-1;0
18/01/2019;12:00;379;176;203;Leicht bewölkt;1;-1;0
18/01/2019;13:00;503;210;293;Leicht bewölkt;1;-1;0
18/01/2019;14:00;350;168;182;Leicht bewölkt;1;-2;0
18/01/2019;15:00;400;196;204;Leicht bewölkt;1;-2;0
18/01/2019;16:00;480;234;246;Leicht bewölkt;0;-3;0
18/01/2019;17:00;490;233;257;Leicht bewölkt;-1;-4;0
18/01/2019;18:00;401;180;221;Leicht bewölkt;-2;-6;0
18/01/2019;19:00;316;136;180;Leicht bewölkt;-3;-6;0
18/01/2019;20:00;242;124;118;Leicht bewölkt;-3;-7;0
18/01/2019;21:00;165;65;100;Leicht bewölkt;-4;-7;0
18/01/2019;22:00;138;73;65;Leicht bewölkt;-4;-7;0
18/01/2019;23:00;146;60;86;Leicht bewölkt;-5;-7;0
19/01/2019;00:00;68;29;39;Leicht bewölkt;-5;-8;0
19/01/2019;01:00;62;25;37;Leicht bewölkt;-5;-8;0
19/01/2019;02:00;46;21;25;Leicht bewölkt;-5;-8;0
19/01/2019;03:00;31;17;14;Leicht bewölkt;-6;-8;0
19/01/2019;04:00;13;3;10;Leicht bewölkt;-6;-7;0
19/01/2019;05:00;17;10;7;Leicht bewölkt;-6;-7;0
19/01/2019;06:00;29;19;10;Leicht bewölkt;-6;-7;0
19/01/2019;07:00;41;25;16;Leicht bewölkt;-5;-6;0
19/01/2019;08:00;113;69;44;Leicht bewölkt;-5;-5;0
19/01/2019;09:00;234;139;95;Leicht bewölkt;-4;-4;0
19/01/2019;10:00;258;163;95;Leicht bewölkt;-3;-3;0
19/01/2019;11:00;280;153;127;Leicht bewölkt;-1;-2;0
19/01/2019;12:00;282;151;131;Leicht bewölkt;0;-1;0
19/01/2019;13:00;310;159;151;Leicht bewölkt;0;-1;0
19/01/2019;14:00;303;129;174;Leicht bewölkt;1;-1;0
19/01/2019;15:00;274;132;142;Leicht bewölkt;1;0;0
19/01/2019;16:00;239;105;134;Leicht bewölkt;0;-1;0
19/01/2019;17:00;281;121;160;Leicht bewölkt;-1;-2;0
19/01/2019;18:00;267;135;132;Leicht bewölkt;-2;-3;0
19/01/2019;19:00;190;85;105;Leicht bewölkt;-2;-3;0
19/01/2019;20:00;165;76;89;Leicht bewölkt;-2;-3;0
19/01/2019;21:00;139;75;64;Leicht bewölkt;-3;-3;0
19/01/2019;22:00;113;53;60;Leicht bewölkt;-3;-3;0
19/01/2019;23:00;125;51;74;Leicht bewölkt;-3;-3;0
20/01/2019;00:00;97;43;54;Leicht bewölkt;-3;-3;0
20/01/2019;01:00;50;15;35;Leicht bewölkt;-3;-3;0
20/01/2019;02:00;59;17;42;Leicht bewölkt;-3;-3;0
20/01/2019;03:00;30;14;16;Leicht bewölkt;-3;-3;0
20/01/2019;04:00;44;21;23;Leicht bewölkt;-3;-3;0
20/01/2019;05:00;16;8;8;Leicht bewölkt;-3;-3;0
20/01/2019;06:00;25;13;12;Leicht bewölkt;-3;-3;0
20/01/2019;07:00;22;8;14;Leicht bewölkt;-2;-2;0
20/01/2019;08:00;35;14;21;Leicht bewölkt;-2;-2;0
20/01/2019;09:00;121;69;52;Leicht bewölkt;-1;-1;0
20/01/2019;10:00;113;67;46;Leicht bewölkt;0;0;0
20/01/2019;11:00;136;68;68;Leicht bewölkt;1;1;0
20/01/2019;12:00;172;83;89;Leicht bewölkt;3;2;0
20/01/2019;13:00;173;88;85;Leicht bewölkt;3;3;0
20/01/2019;14:00;195;102;93;Bewölkt;3;3;0
20/01/2019;15:00;183;89;94;Bewölkt;3;3;0
20/01/2019;16:00;191;80;111;Bewölkt;2;2;0
20/01/2019;17:00;201;105;96;Leichter Schneefall;1;1;0
20/01/2019;18:00;172;64;108;Leichter Schneefall;0;0;0
20/01/2019;19:00;154;80;74;Leichter Schneefall;0;-1;0
20/01/2019;20:00;150;67;83;Leichter Schneefall;-1;-2;0
20/01/2019;21:00;89;45;44;Leichter Schneefall;-1;-3;0
20/01/2019;22:00;70;23;47;Leichter Schneefall;-2;-3;0
20/01/2019;23:00;47;23;24;Leicht bewölkt;-2;-3;0
21/01/2019;00:00;15;8;7;Leicht bewölkt;-2;-3;0
21/01/2019;01:00;12;5;7;Leicht bewölkt;-2;-4;0
21/01/2019;02:00;4;4;0;Stellenweise leichter Schneefall;-3;-4;0
21/01/2019;03:00;0;0;0;Stellenweise leichter Schneefall;-3;-5;0
21/01/2019;04:00;8;7;1;Stellenweise leichter Schneefall;-4;-5;0
21/01/2019;05:00;23;13;10;Leicht bewölkt;-4;-6;0
21/01/2019;06:00;117;79;38;Leicht bewölkt;-4;-7;0
21/01/2019;07:00;722;446;276;Leicht bewölkt;-4;-6;0
21/01/2019;08:00;542;301;241;Bewölkt;-3;-5;0
21/01/2019;09:00;493;327;166;Bewölkt;-3;-5;0
21/01/2019;10:00;270;149;121;Bewölkt;-2;-4;0
21/01/2019;11:00;367;188;179;Bewölkt;-1;-3;0
21/01/2019;12:00;444;182;262;Bewölkt;0;-2;0
21/01/2019;13:00;601;273;328;Bewölkt;0;-1;0
21/01/2019;14:00;386;194;192;Bewölkt;0;-1;0
21/01/2019;15:00;620;284;336;Bewölkt;1;-1;0
21/01/2019;16:00;541;255;286;Bewölkt;0;-1;0
21/01/2019;17:00;695;315;380;Bewölkt;-1;-2;0
21/01/2019;18:00;553;266;287;Bewölkt;-2;-3;0
21/01/2019;19:00;493;219;274;Bewölkt;-2;-3;0
21/01/2019;20:00;273;120;153;Bedeckt;-3;-3;0
21/01/2019;21:00;200;86;114;Bedeckt;-3;-4;0
21/01/2019;22:00;158;52;106;Bedeckt;-3;-4;0
21/01/2019;23:00;73;23;50;Bewölkt;-4;-4;0
22/01/2019;00:00;34;13;21;Bewölkt;-4;-4;0
22/01/2019;01:00;17;5;12;Bewölkt;-4;-4;0
22/01/2019;02:00;3;3;0;Bewölkt;-4;-4;0
22/01/2019;03:00;4;3;1;Bewölkt;-4;-4;0
22/01/2019;04:00;5;5;0;Bewölkt;-4;-4;0
22/01/2019;05:00;32;22;10;Leicht bewölkt;-4;-4;0
22/01/2019;06:00;141;84;57;Leicht bewölkt;-4;-4;0
22/01/2019;07:00;766;502;264;Leicht bewölkt;-4;-4;0
22/01/2019;08:00;578;319;259;Leicht bewölkt;-3;-3;0
22/01/2019;09:00;585;375;210;Leicht bewölkt;-3;-3;0
22/01/2019;10:00;293;168;125;Leicht bewölkt;-2;-2;0
22/01/2019;11:00;413;191;222;Leicht bewölkt;-1;-1;0
22/01/2019;12:00;392;161;231;Leicht bewölkt;1;1;0
22/01/2019;13:00;584;240;344;Leicht bewölkt;1;1;0
22/01/2019;14:00;397;197;200;Leicht bewölkt;2;1;0
22/01/2019;15:00;632;301;331;Leicht bewölkt;2;2;0
22/01/2019;16:00;550;279;271;Leicht bewölkt;1;1;0
22/01/2019;17:00;707;311;396;Leicht bewölkt;0;0;0
22/01/2019;18:00;579;258;321;Leicht bewölkt;-1;-2;0
22/01/2019;19:00;440;193;247;Leicht bewölkt;-1;-2;0
22/01/2019;20:00;292;140;152;Leicht bewölkt;-2;-3;0
22/01/2019;21:00;210;85;125;Leicht bewölkt;-3;-3;0
22/01/2019;22:00;187;77;110;Leicht bewölkt;-3;-4;0
22/01/2019;23:00;71;22;49;Leicht bewölkt;-4;-5;0
23/01/2019;00:00;41;14;27;Leicht bewölkt;-4;-6;0
23/01/2019;01:00;13;7;6;Leicht bewölkt;-4;-6;0
23/01/2019;02:00;5;2;3;Leicht bewölkt;-4;-6;0
23/01/2019;03:00;3;2;1;Leicht bewölkt;-5;-6;0
23/01/2019;04:00;6;4;2;Leicht bewölkt;-5;-6;0
23/01/2019;05:00;34;20;14;Leicht bewölkt;-5;-6;0
23/01/2019;06:00;123;69;54;Leicht bewölkt;-5;-6;0
23/01/2019;07:00;821;513;308;Leicht bewölkt;-5;-5;0
23/01/2019;08:00;551;322;229;Leicht bewölkt;-4;-4;0
23/01/2019;09:00;515;323;192;Leicht bewölkt;-4;-4;0
23/01/2019;10:00;244;137;107;Leicht bewölkt;-3;-3;0
23/01/2019;11:00;368;184;184;Bewölkt;-2;-2;0
23/01/2019;12:00;484;208;276;Bewölkt;0;-2;0
23/01/2019;13:00;642;315;327;Bewölkt;0;-2;0
23/01/2019;14:00;371;179;192;Leicht bewölkt;0;-2;0
23/01/2019;15:00;595;266;329;Leicht bewölkt;0;-2;0
23/01/2019;16:00;495;236;259;Leicht bewölkt;-1;-3;0
23/01/2019;17:00;726;286;440;Leicht bewölkt;-2;-4;0
23/01/2019;18:00;534;219;315;Leicht bewölkt;-3;-5;0
23/01/2019;19:00;463;213;250;Leicht bewölkt;-4;-6;0
23/01/2019;20:00;322;176;146;Leicht bewölkt;-4;-6;0
23/01/2019;21:00;204;89;115;Leicht bewölkt;-5;-7;0
23/01/2019;22:00;199;75;124;Leicht bewölkt;-5;-7;0
23/01/2019;23:00;117;47;70;Bewölkt;-6;-6;0
24/01/2019;00:00;60;19;41;Bewölkt;-6;-6;0
24/01/2019;01:00;22;6;16;Bewölkt;-6;-6;0
24/01/2019;02:00;14;5;9;Leicht bewölkt;-6;-6;0
24/01/2019;03:00;7;4;3;Leicht bewölkt;-6;-6;0
24/01/2019;04:00;9;8;1;Leicht bewölkt;-6;-6;0
24/01/2019;05:00;24;15;9;Bewölkt;-6;-6;0
24/01/2019;06:00;125;81;44;Bewölkt;-6;-6;0
24/01/2019;07:00;746;458;288;Bewölkt;-6;-6;0
24/01/2019;08:00;538;307;231;Bedeckt;-5;-5;0
24/01/2019;09:00;476;311;165;Bedeckt;-5;-5;0
24/01/2019;10:00;213;126;87;Bedeckt;-4;-4;0
24/01/2019;11:00;335;162;173;Leichter Schneefall;-3;-3;0
24/01/2019;12:00;313;125;188;Leichter Schneefall;-2;-3;0
24/01/2019;13:00;541;218;323;Leichter Schneefall;-2;-3;0
24/01/2019;14:00;320;146;174;Bedeckt;-1;-2;0
24/01/2019;15:00;576;273;303;Bedeckt;-1;-2;0
24/01/2019;16:00;589;301;288;Bedeckt;-1;-2;0
24/01/2019;17:00;641;281;360;Leichter Schneefall;-2;-3;0
24/01/2019;18:00;540;252;288;Leichter Schneefall;-2;-3;0
24/01/2019;19:00;344;163;181;Leichter Schneefall;-2;-4;0
24/01/2019;20:00;269;106;163;Mäßiger Schneefall;-3;-4;0
24/01/2019;21:00;193;89;104;Mäßiger Schneefall;-3;-5;0
24/01/2019;22:00;136;52;84;Mäßiger Schneefall;-3;-5;0
24/01/2019;23:00;107;41;66;Mäßiger Schneefall;-3;-6;0
25/01/2019;00:00;59;14;45;Mäßiger Schneefall;-4;-6;0
25/01/2019;01:00;20;6;14;Mäßiger Schneefall;-4;-6;0
25/01/2019;02:00;12;7;5;Bedeckt;-4;-6;0
25/01/2019;03:00;8;2;6;Bedeckt;-5;-6;0
25/01/2019;04:00;8;3;5;Bedeckt;-5;-5;0
25/01/2019;05:00;22;14;8;Mäßiger Schneefall;-5;-5;0
25/01/2019;06:00;119;69;50;Mäßiger Schneefall;-5;-5;0
25/01/2019;07:00;636;396;240;Mäßiger Schneefall;-5;-6;0
25/01/2019;08:00;522;316;206;Mäßiger Schneefall;-5;-6;0
25/01/2019;09:00;439;270;169;Mäßiger Schneefall;-4;-6;0
25/01/2019;10:00;274;158;116;Mäßiger Schneefall;-3;-6;0
25/01/2019;11:00;323;159;164;Leicht bewölkt;-3;-5;0
25/01/2019;12:00;474;229;245;Leicht bewölkt;-2;-5;0
25/01/2019;13:00;614;228;386;Leicht bewölkt;-2;-4;0
25/01/2019;14:00;433;220;213;Leicht bewölkt;-1;-4;0
25/01/2019;15:00;449;213;236;Leicht bewölkt;-1;-3;0
25/01/2019;16:00;445;205;240;Leicht bewölkt;-1;-4;0
25/01/2019;17:00;494;218;276;Leicht bewölkt;-2;-4;0
25/01/2019;18:00;402;185;217;Leicht bewölkt;-2;-5;0
25/01/2019;19:00;350;178;172;Leicht bewölkt;-3;-5;0
25/01/2019;20:00;227;127;100;Leicht bewölkt;-4;-5;0
25/01/2019;21:00;158;71;87;Leicht bewölkt;-5;-6;0
25/01/2019;22:00;175;65;110;Leicht bewölkt;-4;-6;0
25/01/2019;23:00;131;43;88;Bedeckt;-3;-5;0
26/01/2019;00:00;81;15;66;Bedeckt;-3;-5;0
26/01/2019;01:00;65;22;43;Bedeckt;-2;-5;0
26/01/2019;02:00;25;14;11;Bewölkt;-1;-5;0
26/01/2019;03:00;22;9;13;Bewölkt;-1;-5;0
26/01/2019;04:00;16;7;9;Bewölkt;0;-5;0
26/01/2019;05:00;17;10;7;Mäßiger Schneefall;0;-4;0
26/01/2019;06:00;31;18;13;Mäßiger Schneefall;0;-4;0
26/01/2019;07:00;64;39;25;Mäßiger Schneefall;1;-3;0
26/01/2019;08:00;137;85;52;Bedeckt;2;-2;0
26/01/2019;09:00;234;156;78;Bedeckt;2;-1;0
26/01/2019;10:00;282;179;103;Bedeckt;3;-1;0
26/01/2019;11:00;306;176;130;Leichter Eisregen;4;0;0
26/01/2019;12:00;278;139;139;Leichter Eisregen;4;1;0
26/01/2019;13:00;307;159;148;Leichter Eisregen;5;1;0
26/01/2019;14:00;300;153;147;Bedeckt;5;2;0
26/01/2019;15:00;262;122;140;Bedeckt;5;2;0
26/01/2019;16:00;276;140;136;Bedeckt;4;1;0
26/01/2019;17:00;328;154;174;Bedeckt;4;1;0
26/01/2019;18:00;257;109;148;Bedeckt;4;1;0
26/01/2019;19:00;246;115;131;Bedeckt;3;0;0
26/01/2019;20:00;220;111;109;Bedeckt;3;0;0
26/01/2019;21:00;156;83;73;Bedeckt;3;0;0
26/01/2019;22:00;102;40;62;Bedeckt;2;-1;0
26/01/2019;23:00;94;34;60;Leicht bewölkt;2;-1;0
27/01/2019;00:00;113;34;79;Leicht bewölkt;2;-1;0
27/01/2019;01:00;72;28;44;Leicht bewölkt;1;-1;0
27/01/2019;02:00;44;14;30;Leicht bewölkt;1;-1;0
27/01/2019;03:00;37;6;31;Leicht bewölkt;1;-2;0
27/01/2019;04:00;14;6;8;Leicht bewölkt;1;-2;0
27/01/2019;05:00;13;6;7;Leicht bewölkt;1;-2;0
27/01/2019;06:00;16;7;9;Leicht bewölkt;1;-2;0
27/01/2019;07:00;22;10;12;Leicht bewölkt;2;-1;0
27/01/2019;08:00;34;19;15;Leicht bewölkt;2;0;0
27/01/2019;09:00;124;94;30;Leicht bewölkt;3;0;0
27/01/2019;10:00;130;77;53;Leicht bewölkt;3;1;0
27/01/2019;11:00;144;70;74;Stellenweiser Nieselregen;3;2;0
27/01/2019;12:00;165;82;83;Stellenweiser Nieselregen;4;2;0
27/01/2019;13:00;169;96;73;Stellenweiser Nieselregen;4;2;0
27/01/2019;14:00;227;110;117;Leichter Regenfall;4;2;0
27/01/2019;15:00;183;85;98;Leichter Regenfall;4;2;0
27/01/2019;16:00;185;97;88;Leichter Regenfall;4;1;0
27/01/2019;17:00;193;99;94;Nieselregen;4;1;0
27/01/2019;18:00;236;104;132;Nieselregen;3;0;0
27/01/2019;19:00;165;76;89;Nieselregen;2;0;0
27/01/2019;20:00;131;59;72;Stellenweiser Nieselregen;1;0;0
27/01/2019;21:00;74;29;45;Stellenweiser Nieselregen;1;-1;0
27/01/2019;22:00;78;34;44;Stellenweiser Nieselregen;1;-1;0
27/01/2019;23:00;45;22;23;Mäßiger Schneefall;1;-2;0
28/01/2019;00:00;26;8;18;Mäßiger Schneefall;1;-3;0
28/01/2019;01:00;14;4;10;Mäßiger Schneefall;1;-3;0
28/01/2019;02:00;16;2;14;Bedeckt;1;-4;0
28/01/2019;03:00;1;0;1;Bedeckt;1;-4;0
28/01/2019;04:00;7;4;3;Bedeckt;1;-5;0
28/01/2019;05:00;17;10;7;Starker Schneefall;1;-5;0
28/01/2019;06:00;113;65;48;Starker Schneefall;1;-5;0
28/01/2019;07:00;630;373;257;Starker Schneefall;1;-5;0
28/01/2019;08:00;530;296;234;Schneesturm;1;-5;0
28/01/2019;09:00;444;272;172;Schneesturm;1;-5;0
28/01/2019;10:00;304;170;134;Schneesturm;1;-4;0
28/01/2019;11:00;311;144;167;Mäßiger Schneefall;2;-4;0
28/01/2019;12:00;421;197;224;Mäßiger Schneefall;2;-4;0
28/01/2019;13:00;569;210;359;Mäßiger Schneefall;2;-4;0
28/01/2019;14:00;339;168;171;Leicht bewölkt;2;-4;0
28/01/2019;15:00;504;258;246;Leicht bewölkt;2;-4;0
28/01/2019;16:00;535;262;273;Leicht bewölkt;2;-4;0
28/01/2019;17:00;641;304;337;Starker Schneefall;1;-4;0
28/01/2019;18:00;467;208;259;Starker Schneefall;1;-4;0
28/01/2019;19:00;411;206;205;Starker Schneefall;1;-4;0
28/01/2019;20:00;275;127;148;Bedeckt;1;-4;0
28/01/2019;21:00;141;59;82;Bedeckt;1;-4;0
28/01/2019;22:00;152;64;88;Bedeckt;1;-4;0
28/01/2019;23:00;75;29;46;Starker Schneefall;0;-4;0
29/01/2019;00:00;22;10;12;Starker Schneefall;0;-4;0
29/01/2019;01:00;20;3;17;Starker Schneefall;0;-4;0
29/01/2019;02:00;6;2;4;Bedeckt;0;-3;0
29/01/2019;03:00;5;2;3;Bedeckt;0;-3;0
29/01/2019;04:00;7;5;2;Bedeckt;0;-3;0
29/01/2019;05:00;36;21;15;Mäßige bis starke Schneefälle;0;-3;0
29/01/2019;06:00;133;84;49;Mäßige bis starke Schneefälle;-1;-4;0
29/01/2019;07:00;638;403;235;Mäßige bis starke Schneefälle;-1;-3;0
29/01/2019;08:00;528;287;241;Mäßige bis starke Schneefälle;-1;-3;0
29/01/2019;09:00;488;289;199;Mäßige bis starke Schneefälle;-1;-2;0
29/01/2019;10:00;307;154;153;Mäßige bis starke Schneefälle;0;-2;0
29/01/2019;11:00;348;181;167;Starker Schneefall;1;-1;0
29/01/2019;12:00;417;175;242;Starker Schneefall;1;0;0
29/01/2019;13:00;571;226;345;Starker Schneefall;1;0;0
29/01/2019;14:00;436;211;225;Stellenweise leichter Schneefall;2;0;0
29/01/2019;15:00;604;312;292;Stellenweise leichter Schneefall;2;0;0
29/01/2019;16:00;569;294;275;Stellenweise leichter Schneefall;1;-1;0
29/01/2019;17:00;621;297;324;Bedeckt;0;-3;0
29/01/2019;18:00;574;252;322;Bedeckt;-1;-4;0
29/01/2019;19:00;491;215;276;Bedeckt;-2;-5;0
29/01/2019;20:00;281;129;152;Leicht bewölkt;-2;-5;0
29/01/2019;21:00;218;103;115;Leicht bewölkt;-3;-6;0
29/01/2019;22:00;156;59;97;Leicht bewölkt;-3;-6;0
29/01/2019;23:00;95;38;57;Leicht bewölkt;-3;-5;0
30/01/2019;00:00;43;18;25;Leicht bewölkt;-3;-5;0
30/01/2019;01:00;15;7;8;Leicht bewölkt;-2;-5;0
30/01/2019;02:00;18;7;11;Bedeckt;-2;-4;0
30/01/2019;03:00;3;1;2;Bedeckt;-1;-3;0
30/01/2019;04:00;6;4;2;Bedeckt;-1;-3;0
30/01/2019;05:00;28;16;12;Bewölkt;-1;-3;0
30/01/2019;06:00;115;69;46;Bewölkt;-1;-3;0
30/01/2019;07:00;673;412;261;Bewölkt;-1;-3;0
30/01/2019;08:00;558;326;232;Bewölkt;0;-3;0
30/01/2019;09:00;462;286;176;Bewölkt;1;-3;0
30/01/2019;10:00;261;139;122;Bewölkt;1;-2;0
30/01/2019;11:00;335;157;178;Stellenweise leichter Schneefall;2;-2;0
30/01/2019;12:00;393;186;207;Stellenweise leichter Schneefall;2;-2;0
30/01/2019;13:00;652;300;352;Stellenweise leichter Schneefall;2;-2;0
30/01/2019;14:00;399;190;209;Mäßige bis starke Schneefälle;2;-3;0
30/01/2019;15:00;487;210;277;Mäßige bis starke Schneefälle;2;-3;0
30/01/2019;16:00;489;222;267;Mäßige bis starke Schneefälle;1;-3;0
30/01/2019;17:00;594;291;303;Mäßige bis starke Schneefälle;1;-4;0
30/01/2019;18:00;537;218;319;Mäßige bis starke Schneefälle;0;-4;0
30/01/2019;19:00;382;156;226;Mäßige bis starke Schneefälle;-1;-5;0
30/01/2019;20:00;277;135;142;Bedeckt;-1;-5;0
30/01/2019;21:00;201;89;112;Bedeckt;-2;-5;0
30/01/2019;22:00;138;68;70;Bedeckt;-2;-5;0
30/01/2019;23:00;91;34;57;Bedeckt;-2;-5;0
31/01/2019;00:00;50;25;25;Bedeckt;-2;-5;0
31/01/2019;01:00;25;6;19;Bedeckt;-3;-5;0
31/01/2019;02:00;15;6;9;Leicht bewölkt;-3;-6;0
31/01/2019;03:00;4;2;2;Leicht bewölkt;-4;-7;0
31/01/2019;04:00;5;3;2;Leicht bewölkt;-4;-7;0
31/01/2019;05:00;24;15;9;Leicht bewölkt;-5;-8;0
31/01/2019;06:00;119;75;44;Leicht bewölkt;-5;-8;0
31/01/2019;07:00;610;353;257;Leicht bewölkt;-4;-7;0
31/01/2019;08:00;536;305;231;Leicht bewölkt;-3;-6;0
31/01/2019;09:00;489;315;174;Leicht bewölkt;-3;-5;0
31/01/2019;10:00;281;151;130;Leicht bewölkt;-1;-3;0
31/01/2019;11:00;360;175;185;Leicht bewölkt;0;-1;0
31/01/2019;12:00;363;159;204;Leicht bewölkt;1;1;0
31/01/2019;13:00;540;237;303;Leicht bewölkt;2;1;0
31/01/2019;14:00;372;176;196;Leicht bewölkt;2;1;0
31/01/2019;15:00;606;269;337;Leicht bewölkt;3;2;0
31/01/2019;16:00;577;279;298;Leicht bewölkt;2;1;0
31/01/2019;17:00;668;306;362;Leicht bewölkt;1;0;0
31/01/2019;18:00;558;267;291;Leicht bewölkt;1;-1;0
31/01/2019;19:00;366;158;208;Leicht bewölkt;0;-2;0
31/01/2019;20:00;272;106;166;Leicht bewölkt;-1;-3;0
31/01/2019;21:00;206;82;124;Leicht bewölkt;-3;-3;0
31/01/2019;22:00;166;73;93;Leicht bewölkt;-2;-3;0
31/01/2019;23:00;99;35;64;Leicht bewölkt;-1;-2;0
01/02/2019;00:00;46;17;29;Leicht bewölkt;0;-2;0
01/02/2019;01:00;41;13;28;Leicht bewölkt;1;-1;0
01/02/2019;02:00;17;4;13;Leicht bewölkt;1;0;0
01/02/2019;03:00;2;1;1;Leicht bewölkt;2;0;0
01/02/2019;04:00;3;2;1;Leicht bewölkt;2;1;0
01/02/2019;05:00;25;19;6;Leicht bewölkt;2;1;0
01/02/2019;06:00;119;74;45;Leicht bewölkt;2;1;0
01/02/2019;07:00;607;362;245;Leicht bewölkt;2;1;0
01/02/2019;08:00;534;317;217;Bewölkt;3;2;0
01/02/2019;09:00;461;287;174;Bewölkt;3;2;0
01/02/2019;10:00;291;182;109;Bewölkt;3;2;0
01/02/2019;11:00;414;190;224;Stellenweiser Regenfall;4;2;0
01/02/2019;12:00;506;234;272;Stellenweiser Regenfall;4;3;0
01/02/2019;13:00;714;318;396;Stellenweiser Regenfall;4;3;0
01/02/2019;14:00;476;193;283;Bewölkt;4;3;0
01/02/2019;15:00;488;210;278;Bewölkt;4;3;0
01/02/2019;16:00;537;273;264;Bewölkt;4;2;0
01/02/2019;17:00;508;250;258;Stellenweiser Regenfall;3;1;0
01/02/2019;18:00;415;194;221;Stellenweiser Regenfall;3;1;0
01/02/2019;19:00;366;165;201;Stellenweiser Regenfall;2;0;0
01/02/2019;20:00;224;96;128;Bedeckt;2;0;0
01/02/2019;21:00;141;57;84;Bedeckt;2;-1;0
01/02/2019;22:00;145;53;92;Bedeckt;1;-1;0
01/02/2019;23:00;121;32;89;Stellenweiser Nieselregen;1;-1;0
02/02/2019;00:00;96;26;70;Stellenweiser Nieselregen;1;-1;0
02/02/2019;01:00;51;25;26;Stellenweiser Nieselregen;1;-1;0
02/02/2019;02:00;45;15;30;Leichter Eisregen;1;0;0
02/02/2019;03:00;17;3;14;Leichter Eisregen;1;1;0
02/02/2019;04:00;7;3;4;Leichter Eisregen;1;1;0
02/02/2019;05:00;16;10;6;Nieselregen;2;1;0
02/02/2019;06:00;31;20;11;Nieselregen;2;2;0
02/02/2019;07:00;41;27;14;Nieselregen;2;2;0
02/02/2019;08:00;140;94;46;Leichter Regenfall;3;2;0
02/02/2019;09:00;196;128;68;Leichter Regenfall;3;2;0
02/02/2019;10:00;286;162;124;Leichter Regenfall;4;3;1
02/02/2019;11:00;274;150;124;Leichter Regenfall;4;4;1
02/02/2019;12:00;325;182;143;Leichter Regenfall;5;5;1
02/02/2019;13:00;340;189;151;Leichter Regenfall;5;5;0
02/02/2019;14:00;321;143;178;Stellenweiser Regenfall;5;5;0
02/02/2019;15:00;328;143;185;Stellenweiser Regenfall;5;4;0
02/02/2019;16:00;258;99;159;Stellenweiser Regenfall;4;3;0
02/02/2019;17:00;268;112;156;Leichter Nebel;3;2;0
02/02/2019;18:00;290;124;166;Leichter Nebel;3;0;0
02/02/2019;19:00;198;92;106;Leichter Nebel;1;0;0
02/02/2019;20:00;190;85;105;Nebel;0;-1;0
02/02/2019;21:00;167;92;75;Nebel;-1;-2;0
02/02/2019;22:00;113;48;65;Nebel;-1;-2;0
02/02/2019;23:00;118;43;75;Leichter Nebel;0;-2;0
03/02/2019;00:00;106;27;79;Leichter Nebel;1;-1;0
03/02/2019;01:00;57;16;41;Leichter Nebel;1;-1;0
03/02/2019;02:00;48;15;33;Starker Schneefall;2;-1;0
03/02/2019;03:00;30;4;26;Starker Schneefall;2;-1;1
03/02/2019;04:00;7;4;3;Starker Schneefall;2;-1;1
03/02/2019;05:00;8;8;0;Starker Schneefall;2;-1;1
03/02/2019;06:00;21;6;15;Starker Schneefall;2;-1;1
03/02/2019;07:00;13;9;4;Starker Schneefall;2;-1;1
03/02/2019;08:00;31;19;12;Starker Schneefall;2;-1;1
03/02/2019;09:00;68;34;34;Starker Schneefall;2;-2;1
03/02/2019;10:00;86;54;32;Starker Schneefall;2;-2;1
03/02/2019;11:00;105;63;42;Starker Schneefall;1;-2;1
03/02/2019;12:00;92;48;44;Starker Schneefall;1;-3;1
03/02/2019;13:00;114;58;56;Starker Schneefall;1;-3;1
03/02/2019;14:00;144;75;69;Starker Schneefall;1;-3;1
03/02/2019;15:00;97;54;43;Starker Schneefall;1;-3;1
03/02/2019;16:00;103;48;55;Starker Schneefall;0;-3;1
03/02/2019;17:00;143;70;73;Starker Schneefall;0;-3;0
03/02/2019;18:00;142;49;93;Starker Schneefall;0;-3;0
03/02/2019;19:00;123;58;65;Starker Schneefall;0;-2;0
03/02/2019;20:00;92;44;48;Starker Schneefall;0;-2;0
03/02/2019;21:00;59;19;40;Starker Schneefall;-1;-2;0
03/02/2019;22:00;77;32;45;Starker Schneefall;-1;-3;0
03/02/2019;23:00;45;19;26;Starker Schneefall;-2;-3;0
