Datum;Uhrzeit;Fahrradbruecke;Fahrradbruecke stadteinwaerts;Fahrradbruecke stadtauswaerts;Symbol Wetter;Temperatur (°C);Gefühlte Temperatur (°C);Regen (mm)
27/03/2019;09:00;556;344;212;Leicht bewölkt;5;3;0
27/03/2019;10:00;365;194;171;Leicht bewölkt;6;4;0
27/03/2019;11:00;577;237;340;Leicht bewölkt;8;6;0
27/03/2019;12:00;550;235;315;Leicht bewölkt;9;7;0
27/03/2019;13:00;867;438;429;Leicht bewölkt;10;7;0
27/03/2019;14:00;556;249;307;Leicht bewölkt;10;8;0
27/03/2019;15:00;788;346;442;Leicht bewölkt;10;8;0
27/03/2019;16:00;698;330;368;Leicht bewölkt;10;8;0
27/03/2019;17:00;898;395;503;Leicht bewölkt;9;7;0
27/03/2019;18:00;754;312;442;Leicht bewölkt;8;7;0
27/03/2019;19:00;574;248;326;Leicht bewölkt;7;5;0
27/03/2019;20:00;427;181;246;Leicht bewölkt;5;4;0
27/03/2019;21:00;257;115;142;Leicht bewölkt;4;2;0
27/03/2019;22:00;233;100;133;Leicht bewölkt;4;1;0
27/03/2019;23:00;100;39;61;Leicht bewölkt;3;0;0
28/03/2019;00:00;57;6;51;Leicht bewölkt;2;-1;0
28/03/2019;01:00;32;11;21;Leicht bewölkt;2;-1;0
28/03/2019;02:00;6;4;2;Leicht bewölkt;1;-1;0
28/03/2019;03:00;8;5;3;Leicht bewölkt;1;-1;0
28/03/2019;04:00;4;4;0;Leicht bewölkt;1;-1;0
28/03/2019;05:00;32;21;11;Leicht bewölkt;1;-1;0
28/03/2019;06:00;138;89;49;Leicht bewölkt;1;-1;0
28/03/2019;07:00;926;640;286;Leicht bewölkt;3;1;0
28/03/2019;08:00;684;409;275;Leicht bewölkt;5;3;0
28/03/2019;09:00;655;426;229;Leicht bewölkt;6;4;0
28/03/2019;10:00;403;217;186;Leicht bewölkt;8;6;0
28/03/2019;11:00;567;282;285;Leicht bewölkt;10;7;0
28/03/2019;12:00;558;221;337;Leicht bewölkt;11;9;0
28/03/2019;13:00;817;323;494;Leicht bewölkt;12;9;0
28/03/2019;14:00;528;237;291;Leicht bewölkt;12;10;0
28/03/2019;15:00;923;410;513;Leicht bewölkt;13;10;0
28/03/2019;16:00;794;362;432;Leicht bewölkt;11;9;0
28/03/2019;17:00;996;404;592;Leicht bewölkt;10;8;0
28/03/2019;18:00;808;359;449;Leicht bewölkt;9;7;0
28/03/2019;19:00;518;231;287;Leicht bewölkt;8;5;0
28/03/2019;20:00;376;169;207;Leicht bewölkt;7;4;0
28/03/2019;21:00;248;116;132;Leicht bewölkt;6;3;0
28/03/2019;22:00;235;80;155;Leicht bewölkt;5;2;0
28/03/2019;23:00;143;61;82;Leicht bewölkt;5;2;0
29/03/2019;00:00;73;23;50;Leicht bewölkt;4;2;0
29/03/2019;01:00;47;20;27;Leicht bewölkt;4;1;0
29/03/2019;02:00;10;6;4;Leicht bewölkt;3;1;0
29/03/2019;03:00;12;6;6;Leicht bewölkt;3;1;0
29/03/2019;04:00;14;10;4;Leicht bewölkt;3;1;0
29/03/2019;05:00;44;26;18;Leicht bewölkt;3;2;0
29/03/2019;06:00;138;91;47;Leicht bewölkt;3;2;0
29/03/2019;07:00;880;593;287;Leicht bewölkt;5;4;0
29/03/2019;08:00;634;393;241;Sonnig;7;7;0
29/03/2019;09:00;564;357;207;Sonnig;9;9;0
29/03/2019;10:00;451;262;189;Sonnig;11;11;0
29/03/2019;11:00;565;246;319;Sonnig;13;13;0
29/03/2019;12:00;694;298;396;Sonnig;16;16;0
29/03/2019;13:00;885;392;493;Sonnig;16;16;0
29/03/2019;14:00;671;336;335;Sonnig;17;17;0
29/03/2019;15:00;707;307;400;Sonnig;18;18;0
29/03/2019;16:00;671;342;329;Sonnig;17;17;0
29/03/2019;17:00;712;304;408;Sonnig;17;17;0
29/03/2019;18:00;580;242;338;Sonnig;16;16;0
29/03/2019;19:00;465;186;279;Sonnig;16;16;0
29/03/2019;20:00;325;141;184;Leicht bewölkt;15;15;0
29/03/2019;21:00;212;115;97;Leicht bewölkt;14;14;0
29/03/2019;22:00;220;99;121;Leicht bewölkt;12;12;0
29/03/2019;23:00;133;35;98;Leicht bewölkt;10;10;0
30/03/2019;00:00;91;33;58;Leicht bewölkt;8;8;0
30/03/2019;01:00;101;29;72;Leicht bewölkt;7;7;0
30/03/2019;02:00;42;21;21;Leicht bewölkt;6;6;0
30/03/2019;03:00;15;4;11;Leicht bewölkt;5;5;0
30/03/2019;04:00;19;12;7;Leicht bewölkt;5;5;0
30/03/2019;05:00;15;11;4;Leicht bewölkt;5;5;0
30/03/2019;06:00;44;25;19;Leicht bewölkt;5;5;0
30/03/2019;07:00;97;57;40;Leicht bewölkt;6;6;0
30/03/2019;08:00;175;84;91;Leicht bewölkt;8;8;0
30/03/2019;09:00;398;233;165;Leicht bewölkt;10;10;0
30/03/2019;10:00;444;248;196;Leicht bewölkt;12;12;0
30/03/2019;11:00;604;320;284;Leicht bewölkt;14;14;0
30/03/2019;12:00;588;296;292;Leicht bewölkt;16;16;0
30/03/2019;13:00;574;278;296;Leicht bewölkt;16;16;0
30/03/2019;14:00;612;298;314;Leicht bewölkt;17;17;0
30/03/2019;15:00;607;276;331;Leicht bewölkt;17;17;0
30/03/2019;16:00;575;290;285;Leicht bewölkt;16;16;0
30/03/2019;17:00;657;332;325;Leicht bewölkt;15;15;0
30/03/2019;18:00;504;243;261;Leicht bewölkt;14;14;0
30/03/2019;19:00;460;274;186;Leicht bewölkt;13;13;0
30/03/2019;20:00;282;137;145;Sonnig;11;11;0
30/03/2019;21:00;229;99;130;Sonnig;10;10;0
30/03/2019;22:00;222;66;156;Sonnig;9;9;0
30/03/2019;23:00;193;61;132;Leicht bewölkt;8;8;0
31/03/2019;00:00;156;39;117;Leicht bewölkt;7;7;0
31/03/2019;01:00;101;45;56;Leicht bewölkt;7;7;0
31/03/2019;03:00;79;24;55;Leicht bewölkt;6;6;0
31/03/2019;04:00;36;10;26;Leicht bewölkt;6;6;0
31/03/2019;05:00;43;20;23;Leicht bewölkt;6;6;0
31/03/2019;06:00;32;16;16;Leicht bewölkt;6;6;0
31/03/2019;07:00;44;21;23;Leicht bewölkt;8;8;0
31/03/2019;08:00;68;41;27;Leicht bewölkt;10;10;0
31/03/2019;09:00;171;105;66;Leicht bewölkt;12;12;0
31/03/2019;10:00;226;114;112;Leicht bewölkt;13;13;0
31/03/2019;11:00;342;160;182;Leicht bewölkt;14;14;0
31/03/2019;12:00;373;174;199;Leicht bewölkt;16;16;0
31/03/2019;13:00;475;211;264;Leicht bewölkt;16;16;0
31/03/2019;14:00;507;252;255;Leicht bewölkt;16;16;0
31/03/2019;15:00;502;242;260;Leicht bewölkt;16;16;0
31/03/2019;16:00;469;281;188;Leicht bewölkt;16;16;0
31/03/2019;17:00;580;277;303;Leicht bewölkt;15;15;0
31/03/2019;18:00;464;246;218;Leicht bewölkt;14;14;0
31/03/2019;19:00;331;172;159;Leicht bewölkt;13;13;0
31/03/2019;20:00;231;107;124;Leicht bewölkt;12;11;0
31/03/2019;21:00;148;47;101;Leicht bewölkt;11;10;0
31/03/2019;22:00;104;44;60;Leicht bewölkt;10;9;0
31/03/2019;23:00;61;20;41;Leicht bewölkt;9;8;0
01/04/2019;00:00;17;5;12;Leicht bewölkt;8;7;0
01/04/2019;01:00;15;7;8;Leicht bewölkt;8;6;0
01/04/2019;02:00;8;4;4;Leicht bewölkt;7;6;0
01/04/2019;03:00;2;2;0;Leicht bewölkt;7;5;0
01/04/2019;04:00;9;1;8;Leicht bewölkt;7;5;0
01/04/2019;05:00;35;21;14;Leicht bewölkt;7;5;0
01/04/2019;06:00;147;96;51;Leicht bewölkt;7;5;0
01/04/2019;07:00;970;666;304;Leicht bewölkt;8;6;0
01/04/2019;08:00;664;377;287;Leicht bewölkt;9;7;0
01/04/2019;09:00;605;398;207;Leicht bewölkt;10;8;0
01/04/2019;10:00;374;206;168;Leicht bewölkt;11;10;0
01/04/2019;11:00;562;293;269;Leicht bewölkt;13;12;0
01/04/2019;12:00;569;255;314;Leicht bewölkt;14;14;0
01/04/2019;13:00;895;343;552;Leicht bewölkt;15;14;0
01/04/2019;14:00;599;318;281;Sonnig;15;15;0
01/04/2019;15:00;941;418;523;Sonnig;16;16;0
01/04/2019;16:00;788;355;433;Sonnig;16;16;0
01/04/2019;17:00;1054;433;621;Leicht bewölkt;15;15;0
01/04/2019;18:00;835;383;452;Leicht bewölkt;15;15;0
01/04/2019;19:00;693;297;396;Leicht bewölkt;14;14;0
01/04/2019;20:00;436;203;233;Leicht bewölkt;13;13;0
01/04/2019;21:00;272;113;159;Leicht bewölkt;12;12;0
01/04/2019;22:00;217;104;113;Leicht bewölkt;11;11;0
01/04/2019;23:00;108;29;79;Leicht bewölkt;9;9;0
02/04/2019;00:00;47;16;31;Leicht bewölkt;8;8;0
02/04/2019;01:00;37;11;26;Leicht bewölkt;7;7;0
02/04/2019;02:00;11;6;5;Bedeckt;7;6;0
02/04/2019;03:00;13;11;2;Bedeckt;6;6;0
02/04/2019;04:00;5;2;3;Bedeckt;6;6;0
02/04/2019;05:00;37;24;13;Leicht bewölkt;6;6;0
02/04/2019;06:00;155;97;58;Leicht bewölkt;7;6;0
02/04/2019;07:00;1070;764;306;Leicht bewölkt;8;8;0
02/04/2019;08:00;789;442;347;Leicht bewölkt;10;10;0
02/04/2019;09:00;753;508;245;Leicht bewölkt;12;12;0
02/04/2019;10:00;429;239;190;Leicht bewölkt;13;13;0
02/04/2019;11:00;613;271;342;Leicht bewölkt;15;15;0
02/04/2019;12:00;660;277;383;Leicht bewölkt;17;17;0
02/04/2019;13:00;1030;475;555;Leicht bewölkt;17;17;0
02/04/2019;14:00;563;289;274;Leicht bewölkt;17;17;0
02/04/2019;15:00;963;410;553;Leicht bewölkt;18;18;0
02/04/2019;16:00;897;434;463;Leicht bewölkt;17;17;0
02/04/2019;17:00;1071;439;632;Bewölkt;16;16;0
02/04/2019;18:00;823;360;463;Bewölkt;16;16;0
02/04/2019;19:00;769;322;447;Bewölkt;15;15;0
02/04/2019;20:00;411;171;240;Bewölkt;14;14;0
02/04/2019;21:00;289;122;167;Bewölkt;13;13;0
02/04/2019;22:00;213;70;143;Bewölkt;12;11;0
02/04/2019;23:00;115;50;65;Leicht bewölkt;11;10;0
03/04/2019;00:00;45;16;29;Leicht bewölkt;10;9;0
03/04/2019;01:00;25;9;16;Leicht bewölkt;9;8;0
03/04/2019;02:00;7;3;4;Leicht bewölkt;8;7;0
03/04/2019;03:00;11;6;5;Leicht bewölkt;7;6;0
03/04/2019;04:00;5;4;1;Leicht bewölkt;7;6;0
03/04/2019;05:00;50;35;15;Bewölkt;7;6;0
03/04/2019;06:00;151;95;56;Bewölkt;7;7;0
03/04/2019;07:00;1134;780;354;Bewölkt;8;8;0
03/04/2019;08:00;698;437;261;Bewölkt;10;10;0
03/04/2019;09:00;675;446;229;Bewölkt;11;11;0
03/04/2019;10:00;433;232;201;Bewölkt;12;12;0
03/04/2019;11:00;585;276;309;Leicht bewölkt;13;13;0
03/04/2019;12:00;694;299;395;Leicht bewölkt;14;14;0
03/04/2019;13:00;1033;476;557;Leicht bewölkt;15;14;0
03/04/2019;14:00;637;317;320;Leicht bewölkt;15;15;0
03/04/2019;15:00;802;355;447;Leicht bewölkt;16;16;0
03/04/2019;16:00;791;373;418;Leicht bewölkt;15;15;0
03/04/2019;17:00;1050;427;623;Leicht bewölkt;14;14;0
03/04/2019;18:00;692;290;402;Leicht bewölkt;14;14;0
03/04/2019;19:00;620;246;374;Leicht bewölkt;12;12;0
03/04/2019;20:00;386;175;211;Leicht bewölkt;11;11;0
03/04/2019;21:00;262;127;135;Leicht bewölkt;10;10;0
03/04/2019;22:00;197;79;118;Leicht bewölkt;8;8;0
03/04/2019;23:00;130;52;78;Bewölkt;7;7;0
04/04/2019;00:00;86;20;66;Bewölkt;5;5;0
04/04/2019;01:00;43;10;33;Bewölkt;5;4;0
04/04/2019;02:00;19;7;12;Bewölkt;4;3;0
04/04/2019;03:00;8;1;7;Bewölkt;4;2;0
04/04/2019;04:00;5;2;3;Bewölkt;4;1;0
04/04/2019;05:00;37;26;11;Bedeckt;4;1;0
04/04/2019;06:00;129;68;61;Bedeckt;4;0;0
04/04/2019;07:00;884;611;273;Bedeckt;4;1;0
04/04/2019;08:00;572;353;219;Bedeckt;4;1;0
04/04/2019;09:00;471;309;162;Bedeckt;5;2;0
04/04/2019;10:00;213;115;98;Bedeckt;4;2;0
04/04/2019;11:00;394;194;200;Leichter Regenfall;4;1;0
04/04/2019;12:00;338;124;214;Leichter Regenfall;4;1;0
04/04/2019;13:00;574;241;333;Leichter Regenfall;4;1;0
04/04/2019;14:00;311;145;166;Leichter Eisregen;4;0;0
04/04/2019;15:00;597;241;356;Leichter Eisregen;4;0;1
04/04/2019;16:00;448;219;229;Leichter Eisregen;3;-1;0
04/04/2019;17:00;599;241;358;Mäßiger bis starker Eisregen;3;-1;1
04/04/2019;18:00;515;245;270;Mäßiger bis starker Eisregen;3;-1;1
04/04/2019;19:00;393;174;219;Mäßiger bis starker Eisregen;3;-1;1
04/04/2019;20:00;249;106;143;Starker Schneefall;3;0;0
04/04/2019;21:00;153;62;91;Starker Schneefall;3;0;1
04/04/2019;22:00;151;69;82;Starker Schneefall;3;0;0
04/04/2019;23:00;100;46;54;Starker Schneefall;3;0;0
05/04/2019;00:00;53;13;40;Starker Schneefall;2;0;0
05/04/2019;01:00;28;3;25;Starker Schneefall;2;1;0
05/04/2019;02:00;10;2;8;Starker Schneefall;2;1;0
05/04/2019;03:00;6;3;3;Starker Schneefall;2;2;0
05/04/2019;04:00;2;2;0;Starker Schneefall;2;2;0
05/04/2019;05:00;23;19;4;Starker Schneefall;3;2;0
05/04/2019;06:00;110;71;39;Starker Schneefall;3;2;0
05/04/2019;07:00;768;506;262;Starker Schneefall;3;3;0
05/04/2019;08:00;624;396;228;Mäßiger Schneefall;4;3;0
05/04/2019;09:00;520;354;166;Mäßiger Schneefall;4;3;0
05/04/2019;10:00;374;202;172;Mäßiger Schneefall;5;4;0
05/04/2019;11:00;529;251;278;Bedeckt;6;4;0
05/04/2019;12:00;633;275;358;Bedeckt;7;5;0
05/04/2019;13:00;833;272;561;Bedeckt;7;6;0
05/04/2019;14:00;544;259;285;Bewölkt;8;7;0
05/04/2019;15:00;559;257;302;Bewölkt;9;8;0
05/04/2019;16:00;603;302;301;Bewölkt;8;7;0
05/04/2019;17:00;639;267;372;Leicht bewölkt;8;6;0
05/04/2019;18:00;567;249;318;Leicht bewölkt;7;6;0
05/04/2019;19:00;419;205;214;Leicht bewölkt;6;5;0
05/04/2019;20:00;348;173;175;Leicht bewölkt;5;4;0
05/04/2019;21:00;225;110;115;Leicht bewölkt;5;4;0
05/04/2019;22:00;186;78;108;Leicht bewölkt;4;3;0
05/04/2019;23:00;190;59;131;Leicht bewölkt;4;3;0
06/04/2019;00:00;125;41;84;Leicht bewölkt;3;3;0
06/04/2019;01:00;89;18;71;Leicht bewölkt;3;3;0
06/04/2019;02:00;36;12;24;Leicht bewölkt;2;2;0
06/04/2019;03:00;30;19;11;Leicht bewölkt;2;2;0
06/04/2019;04:00;12;10;2;Leicht bewölkt;2;2;0
06/04/2019;05:00;22;12;10;Leicht bewölkt;3;2;0
06/04/2019;06:00;41;27;14;Leicht bewölkt;3;3;0
06/04/2019;07:00;78;44;34;Leicht bewölkt;5;4;0
06/04/2019;08:00;183;119;64;Leicht bewölkt;7;6;0
06/04/2019;09:00;335;204;131;Leicht bewölkt;8;8;0
06/04/2019;10:00;350;180;170;Leicht bewölkt;10;9;0
06/04/2019;11:00;412;195;217;Leicht bewölkt;12;11;0
06/04/2019;12:00;448;230;218;Leicht bewölkt;13;13;0
06/04/2019;13:00;518;275;243;Leicht bewölkt;14;14;0
06/04/2019;14:00;624;317;307;Leicht bewölkt;15;15;0
06/04/2019;15:00;540;271;269;Leicht bewölkt;16;16;0
06/04/2019;16:00;575;251;324;Leicht bewölkt;15;15;0
06/04/2019;17:00;549;247;302;Leicht bewölkt;14;14;0
06/04/2019;18:00;490;212;278;Leicht bewölkt;14;14;0
06/04/2019;19:00;310;141;169;Leicht bewölkt;13;13;0
06/04/2019;20:00;318;157;161;Leicht bewölkt;12;12;0
06/04/2019;21:00;206;95;111;Leicht bewölkt;11;11;0
06/04/2019;22:00;160;79;81;Leicht bewölkt;9;9;0
06/04/2019;23:00;150;49;101;Leicht bewölkt;8;7;0
07/04/2019;00:00;136;45;91;Leicht bewölkt;6;5;0
07/04/2019;01:00;109;45;64;Leicht bewölkt;6;5;0
07/04/2019;02:00;67;27;40;Leicht bewölkt;5;4;0
07/04/2019;03:00;42;11;31;Leicht bewölkt;4;3;0
07/04/2019;04:00;18;10;8;Leicht bewölkt;5;3;0
07/04/2019;05:00;18;13;5;Leicht bewölkt;5;4;0
07/04/2019;06:00;24;13;11;Leicht bewölkt;5;4;0
07/04/2019;07:00;25;14;11;Leicht bewölkt;6;5;0
07/04/2019;08:00;58;31;27;Bewölkt;7;6;0
07/04/2019;09:00;162;77;85;Bewölkt;8;7;0
07/04/2019;10:00;165;86;79;Bewölkt;9;8;0
07/04/2019;11:00;235;123;112;Bewölkt;10;9;0
07/04/2019;12:00;290;145;145;Bewölkt;11;10;0
07/04/2019;13:00;297;147;150;Bewölkt;12;11;0
07/04/2019;14:00;373;184;189;Bewölkt;12;11;0
07/04/2019;15:00;409;197;212;Bewölkt;13;12;0
07/04/2019;16:00;354;170;184;Bewölkt;12;11;0
07/04/2019;17:00;437;212;225;Leicht bewölkt;11;10;0
07/04/2019;18:00;324;153;171;Leicht bewölkt;10;9;0
07/04/2019;19:00;278;144;134;Leicht bewölkt;9;8;0
07/04/2019;20:00;215;100;115;Bewölkt;8;6;0
07/04/2019;21:00;125;51;74;Bewölkt;7;5;0
07/04/2019;22:00;100;46;54;Bewölkt;7;5;0
07/04/2019;23:00;53;20;33;Bedeckt;6;4;0
08/04/2019;00:00;21;9;12;Bedeckt;6;4;0
08/04/2019;01:00;13;9;4;Bedeckt;6;3;0
08/04/2019;02:00;12;5;7;Stellenweiser Regenfall;5;3;0
08/04/2019;03:00;2;2;0;Stellenweiser Regenfall;5;3;0
08/04/2019;04:00;6;5;1;Stellenweiser Regenfall;5;3;0
08/04/2019;05:00;38;26;12;Bewölkt;5;3;0
08/04/2019;06:00;144;93;51;Bewölkt;5;4;0
08/04/2019;07:00;842;553;289;Bewölkt;6;5;0
08/04/2019;08:00;646;361;285;Bewölkt;7;6;0
08/04/2019;09:00;636;435;201;Bewölkt;9;7;0
08/04/2019;10:00;264;147;117;Bewölkt;10;9;0
08/04/2019;11:00;113;73;40;Leicht bewölkt;11;10;0
08/04/2019;12:00;503;228;275;Leicht bewölkt;12;12;0
08/04/2019;13:00;820;302;518;Leicht bewölkt;13;12;0
08/04/2019;14:00;524;248;276;Bewölkt;13;13;0
08/04/2019;15:00;841;403;438;Bewölkt;13;14;0
08/04/2019;16:00;682;320;362;Bewölkt;12;13;0
08/04/2019;17:00;897;388;509;Leicht bewölkt;11;12;0
08/04/2019;18:00;781;321;460;Leicht bewölkt;10;11;0
08/04/2019;19:00;544;238;306;Leicht bewölkt;9;9;0
08/04/2019;20:00;365;139;226;Leicht bewölkt;8;8;0
08/04/2019;21:00;231;84;147;Leicht bewölkt;8;7;0
08/04/2019;22:00;160;61;99;Leicht bewölkt;7;6;0
08/04/2019;23:00;99;37;62;Stellenweiser Regenfall;7;6;0
09/04/2019;00:00;44;16;28;Stellenweiser Regenfall;6;5;0
09/04/2019;01:00;18;12;6;Stellenweiser Regenfall;6;5;0
09/04/2019;02:00;9;5;4;Stellenweiser Nieselregen;6;5;0
09/04/2019;03:00;7;7;0;Stellenweiser Nieselregen;6;5;0
09/04/2019;04:00;1;1;0;Stellenweiser Nieselregen;6;5;0
09/04/2019;05:00;44;33;11;Nieselregen;6;6;0
09/04/2019;06:00;139;83;56;Nieselregen;7;6;0
09/04/2019;07:00;910;637;273;Nieselregen;8;7;0
09/04/2019;08:00;655;386;269;Nieselregen;9;8;0
09/04/2019;09:00;565;375;190;Nieselregen;9;9;0
09/04/2019;10:00;351;204;147;Nieselregen;11;11;0
09/04/2019;11:00;554;281;273;Stellenweiser Regenfall;12;12;0
09/04/2019;12:00;555;217;338;Stellenweiser Regenfall;13;13;0
09/04/2019;13:00;786;357;429;Stellenweiser Regenfall;13;14;0
09/04/2019;14:00;480;237;243;Bewölkt;14;14;0
09/04/2019;15:00;826;357;469;Bewölkt;15;15;0
09/04/2019;16:00;715;319;396;Bewölkt;14;14;0
09/04/2019;17:00;950;401;549;Bewölkt;13;13;0
09/04/2019;18:00;741;329;412;Bewölkt;13;13;0
09/04/2019;19:00;605;276;329;Bewölkt;11;11;0
09/04/2019;20:00;416;174;242;Bewölkt;10;10;0
09/04/2019;21:00;263;85;178;Bewölkt;9;9;0
09/04/2019;22:00;201;58;143;Bewölkt;8;8;0
09/04/2019;23:00;95;31;64;Leicht bewölkt;8;8;0
10/04/2019;00:00;49;16;33;Leicht bewölkt;7;7;0
10/04/2019;01:00;27;9;18;Leicht bewölkt;7;7;0
10/04/2019;02:00;12;7;5;Leicht bewölkt;7;6;0
10/04/2019;03:00;10;5;5;Leicht bewölkt;7;6;0
10/04/2019;04:00;10;9;1;Leicht bewölkt;7;6;0
10/04/2019;05:00;50;32;18;Leichter Regenfall;7;6;1
10/04/2019;06:00;112;72;40;Leichter Regenfall;7;6;1
10/04/2019;07:00;659;423;236;Leichter Regenfall;7;6;0
10/04/2019;08:00;443;301;142;Starker Regenfall;7;6;0
10/04/2019;09:00;431;310;121;Starker Regenfall;7;7;1
10/04/2019;10:00;229;136;93;Starker Regenfall;8;7;0
10/04/2019;11:00;342;154;188;Leichter Regenfall;8;8;0
10/04/2019;12:00;413;174;239;Leichter Regenfall;9;8;0
10/04/2019;13:00;596;289;307;Leichter Regenfall;9;9;0
10/04/2019;14:00;396;192;204;Mäßiger Regenfall;10;10;0
10/04/2019;15:00;535;231;304;Mäßiger Regenfall;10;10;0
10/04/2019;16:00;541;255;286;Mäßiger Regenfall;10;10;0
10/04/2019;17:00;737;301;436;Nieselregen;10;10;0
10/04/2019;18:00;626;302;324;Nieselregen;10;10;0
10/04/2019;19:00;459;203;256;Nieselregen;9;9;0
10/04/2019;20:00;298;133;165;Bedeckt;9;8;0
10/04/2019;21:00;230;88;142;Bedeckt;8;7;0
10/04/2019;22:00;184;65;119;Bedeckt;8;7;0
10/04/2019;23:00;106;36;70;Leichter Regenfall;8;6;0
11/04/2019;00:00;68;14;54;Leichter Regenfall;8;5;0
11/04/2019;01:00;42;3;39;Leichter Regenfall;8;5;0
11/04/2019;02:00;12;5;7;Leichter Regenfall;7;4;0
11/04/2019;03:00;5;3;2;Leichter Regenfall;7;4;0
11/04/2019;04:00;7;4;3;Leichter Regenfall;7;4;0
11/04/2019;05:00;51;38;13;Bedeckt;7;4;0
11/04/2019;06:00;136;89;47;Bedeckt;7;4;0
11/04/2019;07:00;892;591;301;Bedeckt;7;4;0
11/04/2019;08:00;587;373;214;Stellenweiser Regenfall;7;4;0
11/04/2019;09:00;575;370;205;Stellenweiser Regenfall;7;4;0
11/04/2019;10:00;328;192;136;Stellenweiser Regenfall;8;5;0
11/04/2019;11:00;565;287;278;Stellenweiser Regenfall;8;5;0
11/04/2019;12:00;503;219;284;Stellenweiser Regenfall;9;6;0
11/04/2019;13:00;721;342;379;Stellenweiser Regenfall;9;6;0
11/04/2019;14:00;475;205;270;Stellenweiser Regenfall;9;7;0
11/04/2019;15:00;803;376;427;Stellenweiser Regenfall;10;8;0
11/04/2019;16:00;770;375;395;Stellenweiser Regenfall;10;7;0
11/04/2019;17:00;891;358;533;Bewölkt;9;7;0
11/04/2019;18:00;770;353;417;Bewölkt;9;6;0
11/04/2019;19:00;541;211;330;Bewölkt;8;5;0
11/04/2019;20:00;380;154;226;Stellenweiser Regenfall;7;5;0
11/04/2019;21:00;229;96;133;Stellenweiser Regenfall;7;4;0
11/04/2019;22:00;200;85;115;Stellenweiser Regenfall;6;3;0
11/04/2019;23:00;122;49;73;Leicht bewölkt;6;3;0
12/04/2019;00:00;66;24;42;Leicht bewölkt;5;2;0
12/04/2019;01:00;53;19;34;Leicht bewölkt;4;1;0
12/04/2019;02:00;15;7;8;Bewölkt;4;0;0
12/04/2019;03:00;8;5;3;Bewölkt;3;-1;0
12/04/2019;04:00;7;6;1;Bewölkt;2;-1;0
12/04/2019;05:00;31;23;8;Leicht bewölkt;2;-1;0
12/04/2019;06:00;145;98;47;Leicht bewölkt;2;-1;0
12/04/2019;07:00;599;322;277;Leicht bewölkt;3;1;0
12/04/2019;08:00;695;438;257;Leicht bewölkt;5;2;0
12/04/2019;09:00;752;538;214;Leicht bewölkt;6;4;0
12/04/2019;10:00;377;204;173;Leicht bewölkt;7;5;0
12/04/2019;11:00;619;323;296;Leicht bewölkt;8;6;0
12/04/2019;12:00;689;280;409;Leicht bewölkt;9;7;0
12/04/2019;13:00;879;313;566;Leicht bewölkt;9;7;0
12/04/2019;14:00;608;271;337;Leicht bewölkt;9;8;0
12/04/2019;15:00;671;327;344;Leicht bewölkt;9;8;0
12/04/2019;16:00;606;279;327;Leicht bewölkt;9;7;0
12/04/2019;17:00;675;280;395;Bedeckt;8;6;0
12/04/2019;18:00;569;263;306;Bedeckt;7;5;0
12/04/2019;19:00;448;222;226;Bedeckt;7;5;0
12/04/2019;20:00;392;209;183;Bewölkt;6;4;0
12/04/2019;21:00;239;140;99;Bewölkt;5;3;0
12/04/2019;22:00;197;81;116;Bewölkt;5;3;0
12/04/2019;23:00;168;54;114;Leicht bewölkt;4;2;0
13/04/2019;00:00;148;46;102;Leicht bewölkt;3;1;0
13/04/2019;01:00;124;47;77;Leicht bewölkt;3;1;0
13/04/2019;02:00;57;22;35;Leicht bewölkt;2;1;0
13/04/2019;03:00;32;10;22;Leicht bewölkt;2;0;0
13/04/2019;04:00;20;7;13;Leicht bewölkt;2;1;0
13/04/2019;05:00;22;11;11;Leicht bewölkt;2;2;0
13/04/2019;06:00;37;21;16;Leicht bewölkt;3;2;0
13/04/2019;07:00;61;32;29;Leicht bewölkt;4;4;0
13/04/2019;08:00;155;94;61;Leicht bewölkt;6;6;0
13/04/2019;09:00;266;166;100;Leicht bewölkt;8;8;0
13/04/2019;10:00;344;191;153;Leicht bewölkt;9;9;0
13/04/2019;11:00;410;228;182;Leicht bewölkt;10;10;0
13/04/2019;12:00;477;250;227;Leicht bewölkt;11;11;0
13/04/2019;13:00;506;273;233;Leicht bewölkt;11;10;0
13/04/2019;14:00;436;219;217;Leicht bewölkt;11;9;0
13/04/2019;15:00;420;203;217;Leicht bewölkt;10;9;0
13/04/2019;16:00;470;208;262;Leicht bewölkt;10;8;0
13/04/2019;17:00;435;168;267;Stellenweiser Regenfall;9;8;0
13/04/2019;18:00;407;174;233;Stellenweiser Regenfall;8;8;0
13/04/2019;19:00;363;185;178;Stellenweiser Regenfall;8;7;0
13/04/2019;20:00;259;110;149;Leichter Regenschauer;7;7;0
13/04/2019;21:00;209;96;113;Leichter Regenschauer;6;6;0
13/04/2019;22:00;171;81;90;Leichter Regenschauer;5;5;0
13/04/2019;23:00;139;48;91;Leichter Nebel;4;3;0
14/04/2019;00:00;139;57;82;Leichter Nebel;3;2;0
14/04/2019;01:00;86;35;51;Leichter Nebel;2;1;0
14/04/2019;02:00;80;32;48;Leichter Nebel;2;0;0
14/04/2019;03:00;45;24;21;Leichter Nebel;1;-1;0
14/04/2019;04:00;22;17;5;Leichter Nebel;1;0;0
14/04/2019;05:00;14;10;4;Leichter Schneefall;1;0;0
