Datum;PLZ;Straße;Müllart;Abholregion
30.01.;78464;Möwenring;Papiermuell;Konstanz
27.01.;78465;Möwenweg;Papiermuell;Konstanz
07.01.;78464;Mozartstr.;Papiermuell;Konstanz
27.01.;78465;Mühlbachweg;Papiermuell;Konstanz
16.01.;78467;Mühlenweg (außer Hausnr. 44 bis 48);Papiermuell;Konstanz
31.01.;78467;Mühlenweg (nur Hausnr. 44 bis 48);Papiermuell;Konstanz
17.01.;78462;Münsterplatz;Papiermuell;Konstanz
20.01.;78462;Muntpratstr.;Papiermuell;Konstanz
17.01.;78462;Münzgasse;Papiermuell;Konstanz
31.01.;78467;Näherinnenstr.;Papiermuell;Konstanz
30.01.;78464;Nestgasse;Papiermuell;Konstanz
17.01.;78462;Neugasse;Papiermuell;Konstanz
14.01.;78464;Neuhauser Str.;Papiermuell;Konstanz
07.01.;78465;Neuhof;Papiermuell;Konstanz
17.01.;78462;Niederburggasse;Papiermuell;Konstanz
27.01.;78465;Nikolausweg;Papiermuell;Konstanz
27.01.;78465;Oberdorfstr.;Papiermuell;Konstanz
17.01.;78462;Obere Augustinergasse;Papiermuell;Konstanz
27.01.;78465;Obere Bündt;Papiermuell;Konstanz
17.01.;78462;Obere Laube;Papiermuell;Konstanz
03.01.;78467;Oberlinweg;Papiermuell;Konstanz
31.01.;78467;Oberlohnstr.;Papiermuell;Konstanz
17.01.;78462;Obermarkt;Papiermuell;Konstanz
30.01.;78464;Oberstegle;Papiermuell;Konstanz
27.01.;78465;Obstgarten;Papiermuell;Konstanz
31.01.;78467;Opelstr.;Papiermuell;Konstanz
13.01.;78467;Otto-Adam-Str.;Papiermuell;Konstanz
17.01.;78462;Otto-Raggenbass-Str.;Papiermuell;Konstanz
23.01.;78465;Pappelweg;Papiermuell;Konstanz
17.01.;78462;Paradiesstr.;Papiermuell;Konstanz
03.01.;78467;Paul-Gerhardt-Weg;Papiermuell;Konstanz
13.01.;78467;Pauline-Gutjahr-Weg;Papiermuell;Konstanz
10.01.;78467;Pestalozzistr.;Papiermuell;Konstanz
30.01.;78464;Peter-Thumb-Str.;Papiermuell;Konstanz
02.01.;78464;Peter-Rosegger-Weg;Papiermuell;Konstanz
13.01.;78467;Petershauser Str.;Papiermuell;Konstanz
03.01.;78467;Pettenkoferweg;Papiermuell;Konstanz
17.01.;78462;Pfalzgarten;Papiermuell;Konstanz
16.01.;78467;Pirminweg;Papiermuell;Konstanz
03.01.;78467;Radolfzeller Str. 1- 15 und 2- 14 (von Schwaketenstr. bis Riedstr.);Papiermuell;Konstanz
16.01.;78467;Radolfzeller Str. 17- 123 und 16- 106  (von Ortsanfang bis Schwaketenstr.);Papiermuell;Konstanz
07.01.;78465;Raiffeisenstr.;Papiermuell;Konstanz
07.01.;78465;Rainwiesenweg;Papiermuell;Konstanz
20.01.;78464;Raitebergweg;Papiermuell;Konstanz
20.01.;78462;Raitenaugasse;Papiermuell;Konstanz
27.01.;78465;Rathausplatz;Papiermuell;Konstanz
17.01.;78462;Raueneckgasse;Papiermuell;Konstanz
20.01.;78464;Rauhgasse;Papiermuell;Konstanz
20.01.;78464;Rebbergstr.;Papiermuell;Konstanz
23.01.;78465;Rebweg;Papiermuell;Konstanz
13.01.;78467;Reichenaustr. 5- 11 a und 2- 34 (von Schneckenburgstr. bis Petershauser Str.);Papiermuell;Konstanz
31.01.;78467;Reichenaustr. 13- 39 a und 36 (von Oberlohnstr. bis Schneckenburgerstr.);Papiermuell;Konstanz
31.01.;78467;Reichenaustr. 41- 81 und 184a- 244 (von Riedstr. bis Oberlohnstr.);Papiermuell;Konstanz
31.01.;78467;Reisstr.;Papiermuell;Konstanz
17.01.;78464;Renkenweg;Papiermuell;Konstanz
31.01.;78467;Reutestr.;Papiermuell;Konstanz
17.01.;78462;Rheingasse;Papiermuell;Konstanz
31.01.;78462;Rheingutstr. 1- 7 und 2- 14 (von Brauneggerstr. bis Schottenstr.);Papiermuell;Konstanz
20.01.;78462;Rheingutstr. 9- 45 und 22- 40 (von Hans-Breinlinger-Str. bis Brauneggerstr. );Papiermuell;Konstanz
17.01.;78462;Rheinsteig;Papiermuell;Konstanz
07.01.;78464;Richard-Wagner-Str.;Papiermuell;Konstanz
20.01.;78462;Richentalstr.;Papiermuell;Konstanz
31.01.;78467;Riedstr. ;Papiermuell;Konstanz
10.01.;78467;Riesenbergweg;Papiermuell;Konstanz
23.01.;78465;Ringstr.;Papiermuell;Konstanz
31.01.;78467;Robert-Bosch-Str.;Papiermuell;Konstanz
13.01.;78467;Robert-Gerwig-Str.;Papiermuell;Konstanz
20.01.;78467;Robert-Koch-Str.;Papiermuell;Konstanz
17.01.;78462;Rosenlächerweg;Papiermuell;Konstanz
07.01.;78465;Rosenweg;Papiermuell;Konstanz
17.01.;78462;Rosgartenstr.;Papiermuell;Konstanz
03.01.;78467;Rosmarinheideweg;Papiermuell;Konstanz
31.01.;78467;Rudolf-Diesel-Str.;Papiermuell;Konstanz
17.01.;78464;Ruppanerstr.;Papiermuell;Konstanz
17.01.;78464;Sackgasse;Papiermuell;Konstanz
20.01.;78467;Salemer Weg;Papiermuell;Konstanz
07.01.;78464;Salesianerweg;Papiermuell;Konstanz
17.01.;78462;Salmannsweilergasse;Papiermuell;Konstanz
10.01.;78467;Sankt-Gebhard-Platz 1- 7 (von Theodor-Heuss-Str. bis Hegaustr.);Papiermuell;Konstanz
13.01.;78467;Sankt-Gebhard-Platz;Papiermuell;Konstanz
13.01.;78467;Sankt-Gebhard-Str.;Papiermuell;Konstanz
17.01.;78462;Sankt-Johann-Gasse;Papiermuell;Konstanz
16.01.;78465;Sankt-Katharina;Papiermuell;Konstanz
07.01.;78465;Sankt-Katharinen-Weg;Papiermuell;Konstanz
27.01.;78465;Sankt-Leonhard-Weg;Papiermuell;Konstanz
17.01.;78462;Sankt-Martins-Weg;Papiermuell;Konstanz
17.01.;78462;Sankt-Stephans-Platz;Papiermuell;Konstanz
23.01.;78465;Sankt-Verena-Weg;Papiermuell;Konstanz
23.01.;78465;Säntisblick;Papiermuell;Konstanz
14.01.;78464;Säntisstr. 1- 7 und 2- 4 b (Seestr. bis Mainaustr.);Papiermuell;Konstanz
13.01.;78464;Säntisstr. 6- 8 (von Mainaustr. bis Sankt-Gebhard-Platz);Papiermuell;Konstanz
17.01.;78462;Scheffelstr.;Papiermuell;Konstanz
17.01.;78464;Schiffstr.;Papiermuell;Konstanz
10.01.;78467;Schillerstr.;Papiermuell;Konstanz
03.01.;78467;Schleyerweg;Papiermuell;Konstanz
23.01.;78465;Schmidtenbühlstr.;Papiermuell;Konstanz
13.01.;78467;Schneckenburgstr.;Papiermuell;Konstanz
20.01.;78462;Schobuliweg;Papiermuell;Konstanz
31.01.;78462;Schottenplatz;Papiermuell;Konstanz
31.01.;78462;Schottenstr. 1- 73 und 2- 20 (von Gottlieberstr. bis Rheingutstr.);Papiermuell;Konstanz
31.01.;78462;Schottenstr. 75- 79 (von Rheingutstr. bis Webersteig);Papiermuell;Konstanz
17.01.;78462;Schreibergasse;Papiermuell;Konstanz
22.01.;78467;Schreinerweg;Papiermuell;Konstanz
07.01.;78464;Schubertstr.;Papiermuell;Konstanz
31.01.;78462;Schulstr.;Papiermuell;Konstanz
17.01.;78462;Schulthaißstr.;Papiermuell;Konstanz
23.01.;78465;Schulweg;Papiermuell;Konstanz
31.01.;78467;Schürmann-Horster-Weg;Papiermuell;Konstanz
17.01.;78462;Schützenstr.;Papiermuell;Konstanz
16.01.;78467;Schwaketenstr.;Papiermuell;Konstanz
07.01.;78465;Schwanenstieg;Papiermuell;Konstanz
27.01.;78465;Schwanenweg;Papiermuell;Konstanz
17.01.;78462;Schwedenschanze;Papiermuell;Konstanz
07.01.;78465;Seeblick;Papiermuell;Konstanz
07.01.;78464;Seehalde;Papiermuell;Konstanz
27.01.;78465;Seehang;Papiermuell;Konstanz
16.01.;78467;Seerückenstraße;Papiermuell;Konstanz
14.01.;78464;Seestr.;Papiermuell;Konstanz
07.01.;78464;Seeuferweg;Papiermuell;Konstanz
31.01.;78467;Seilerstr.;Papiermuell;Konstanz
03.01.;78467;Senefelderweg;Papiermuell;Konstanz
02.01.;78464;Sepp-Biehler-Str.;Papiermuell;Konstanz
03.01.;78467;Siebenbürgener Weg;Papiermuell;Konstanz
07.01.;78464;Siedlerweg;Papiermuell;Konstanz
31.01.;78467;Siemensstr.;Papiermuell;Konstanz
13.01.;78464;Sierenmoosstr.;Papiermuell;Konstanz
17.01.;78462;Sigismundstr.;Papiermuell;Konstanz
13.01.;78464;Silvanerweg;Papiermuell;Konstanz
23.01.;78465;Sommerbergstr.;Papiermuell;Konstanz
20.01.;78464;Sonnenbühlstr.;Papiermuell;Konstanz
23.01.;78465;Sonneneck;Papiermuell;Konstanz
13.01.;78464;Sonnenrain;Papiermuell;Konstanz
03.01.;78467;Sonnentauweg;Papiermuell;Konstanz
13.01.;78467;Spanierstr.;Papiermuell;Konstanz
20.01.;78464;Spechtweg;Papiermuell;Konstanz
30.01.;78464;Staader Thalweg;Papiermuell;Konstanz
30.01.;78464;Staader Str.;Papiermuell;Konstanz
17.01.;78462;Stadelhofgasse;Papiermuell;Konstanz
31.01.;78467;Steinhartstr.;Papiermuell;Konstanz
27.01.;78465;Steinrennen;Papiermuell;Konstanz
10.01.;78467;Steinstr.;Papiermuell;Konstanz
16.01.;78467;Sternengasse;Papiermuell;Konstanz
31.01.;78467;Stettiner Str.;Papiermuell;Konstanz
31.01.;78467;Stickerinnenstr.;Papiermuell;Konstanz
03.01.;78467;Stifterstr.;Papiermuell;Konstanz
20.01.;78464;Stockackerweg;Papiermuell;Konstanz
31.01.;78467;Stromeyersdorfstr.;Papiermuell;Konstanz
10.01.;78467;Taborweg;Papiermuell;Konstanz
17.01.;78462;Tägermoosstr.;Papiermuell;Konstanz
17.01.;78462;Talgartenstr.;Papiermuell;Konstanz
13.01.;78467;Tenbrinkstr.;Papiermuell;Konstanz
17.01.;78462;Theatergasse;Papiermuell;Konstanz
10.01.;78467;Theodor-Heuss-Str.;Papiermuell;Konstanz
27.01.;78465;Thingoltstr.;Papiermuell;Konstanz
16.01.;78467;Thomas-Sättele-Str.;Papiermuell;Konstanz
17.01.;78462;Tirolergasse;Papiermuell;Konstanz
27.01.;78465;Tobelweg;Papiermuell;Konstanz
17.01.;78462;Torgasse;Papiermuell;Konstanz
23.01.;78465;Torkeläcker;Papiermuell;Konstanz
07.01.;78465;Torkelbergstr.;Papiermuell;Konstanz
17.01.;78462;Tulengasse;Papiermuell;Konstanz
31.01.;78467;Turmstr.;Papiermuell;Konstanz
20.01.;78462;Turnierstr.;Papiermuell;Konstanz
30.01.;78464;Überlinger Str.;Papiermuell;Konstanz
27.01.;78465;Uferstr.;Papiermuell;Konstanz
13.01.;78464;Uhlandstr.;Papiermuell;Konstanz
20.01.;78464;Universitätsstr.;Papiermuell;Konstanz
07.01.;78465;Unter dem Torkelberg;Papiermuell;Konstanz
17.01.;78462;Untere Augustinergasse;Papiermuell;Konstanz
27.01.;78465;Untere Bohlstr.;Papiermuell;Konstanz
27.01.;78465;Untere Bündt;Papiermuell;Konstanz
17.01.;78462;Untere Laube 1- 17 und 2 (von Rheinsteig bis Inselgasse);Papiermuell;Konstanz
17.01.;78462;Untere Laube 29- 49 und 4- 36 (von Paradiesstr. bis Inselgasse);Papiermuell;Konstanz
27.01.;78465;Unterrießstr.;Papiermuell;Konstanz
16.01.;78467;Unterseestr.;Papiermuell;Konstanz
30.01.;78464;Unterstegle;Papiermuell;Konstanz
16.01.;78467;Urisbergweg;Papiermuell;Konstanz
07.01.;78465;Volapükweg;Papiermuell;Konstanz
13.01.;78467;Von-Emmich-Str.;Papiermuell;Konstanz
17.01.;78462;Vor der Halde;Papiermuell;Konstanz
27.01.;78465;Vordere Weidstaud;Papiermuell;Konstanz
07.01.;78465;Waldemar-Besson-Str.;Papiermuell;Konstanz
23.01.;78465;Waldstr.;Papiermuell;Konstanz
31.01.;78462;Wallgutstr. 3- 11 und 4- 12 (von Brauneggerstr. bis Laube);Papiermuell;Konstanz
20.01.;78462;Wallgutstr. 13- 47 und 14- 38 (von Feldstr. bis Brauneggerstr.);Papiermuell;Konstanz
27.01.;78465;Wallhauser Str.;Papiermuell;Konstanz
31.01.;78467;Weberinnenstr.;Papiermuell;Konstanz
31.01.;78462;Webersteig;Papiermuell;Konstanz
31.01.;78467;Weiherhofstr.;Papiermuell;Konstanz
23.01.;78465;Weiherstr.;Papiermuell;Konstanz
23.01.;78465;Wendelsbergstr.;Papiermuell;Konstanz
20.01.;78464;Werner-Sombart-Str.;Papiermuell;Konstanz
17.01.;78464;Werthmannweg;Papiermuell;Konstanz
17.01.;78462;Wessenbergstr.;Papiermuell;Konstanz
23.01.;78465;Wetzsteinstr.;Papiermuell;Konstanz
17.01.;78462;Wiesenstr.;Papiermuell;Konstanz
30.01.;78464;William-Graf-Platz;Papiermuell;Konstanz
07.01.;78465;Willy-Andreas-Weg;Papiermuell;Konstanz
31.01.;78467;Winkelstr.;Papiermuell;Konstanz
23.01.;78465;Winterbergstr.;Papiermuell;Konstanz
20.01.;78462;Winterersteig;Papiermuell;Konstanz
07.01.;78465;Wißlerstr.;Papiermuell;Konstanz
27.01.;78465;Wittmoosstr.;Papiermuell;Konstanz
31.01.;78467;Wolfgang-Spengler-Str.;Papiermuell;Konstanz
23.01.;78465;Wolfsgarten;Papiermuell;Konstanz
07.01.;78464;Wolfsried;Papiermuell;Konstanz
03.01.;78467;Wollgrasweg;Papiermuell;Konstanz
10.01.;78467;Wollmatinger Str. 1- 59 und 4- 52 (von Schneckenburgstr. bis Zähringer Platz);Papiermuell;Konstanz
10.01.;78467;Wollmatinger Str. 75- 183 und 54- 130 (von Oberlohnstr. bis Schneckenburgstr.);Papiermuell;Konstanz
23.01.;78465;Wuhrweg;Papiermuell;Konstanz
10.01.;78464;Zähringerplatz;Papiermuell;Konstanz
30.01.;78464;Zandergasse;Papiermuell;Konstanz
20.01.;78462;Zasiusstr.;Papiermuell;Konstanz
23.01.;78465;Zellerstr.;Papiermuell;Konstanz
07.01.;78464;Zeppelinstr.;Papiermuell;Konstanz
22.01.;78467;Zergleweg;Papiermuell;Konstanz
27.01.;78465;Ziegelhofweg;Papiermuell;Konstanz
27.01.;78465;Ziegelhüttenweg;Papiermuell;Konstanz
22.01.;78467;Zimmererweg;Papiermuell;Konstanz
17.01.;78462;Zogelmannstr.;Papiermuell;Konstanz
17.01.;78462;Zollernstr.;Papiermuell;Konstanz
27.01.;78465;Zum Brühl;Papiermuell;Konstanz
23.01.;78465;Zum Butzen;Papiermuell;Konstanz
07.01.;78464;Zum Gebhardsbrunn;Papiermuell;Konstanz
02.01.;78464;Zum Hinterhag;Papiermuell;Konstanz
27.01.;78465;Zum Hofgut;Papiermuell;Konstanz
17.01.;78462;Zum Hussenstein;Papiermuell;Konstanz
23.01.;78465;Zum Kirchenwald;Papiermuell;Konstanz
27.01.;78465;Zum Klausenhorn;Papiermuell;Konstanz
07.01.;78465;Zum Obstgartenhof;Papiermuell;Konstanz
07.01.;78465;Zum Purren;Papiermuell;Konstanz
07.01.;78464;Zum Schlössli;Papiermuell;Konstanz
27.01.;78465;Zum Wald;Papiermuell;Konstanz
14.01.;78464;Zumsteinstr.;Papiermuell;Konstanz
17.01.;78464;Zur Allmannshöhe;Papiermuell;Konstanz
13.01.;78464;Zur Friedrichshöhe;Papiermuell;Konstanz
27.01.;78465;Zur Halde;Papiermuell;Konstanz
17.01.;78462;Zur Laube;Papiermuell;Konstanz
27.01.;78465;Zur Mühle;Papiermuell;Konstanz
27.01.;78465;Zur Schiffslände;Papiermuell;Konstanz
07.01.;78464;Zur Therme;Papiermuell;Konstanz
07.01.;78464;Zur Torkel;Papiermuell;Konstanz
07.02.;78465;Abendbergweg;Papiermuell;Konstanz
14.02.;78462;Ackertorweg;Papiermuell;Konstanz
27.02.;78467;Adalbert-Schnatterer-Str.;Papiermuell;Konstanz
07.02.;78465;Adenauerstr.;Papiermuell;Konstanz
10.02.;78467;Adolf-Schmid-Str.;Papiermuell;Konstanz
19.02.;78464;Aeschenweg;Papiermuell;Konstanz
24.02.;78465;Albert-Riesterer-Weg;Papiermuell;Konstanz
10.02.;78467;Alemannenstr.;Papiermuell;Konstanz
27.02.;78462;Alfred-Wachtel-Str.;Papiermuell;Konstanz
24.02.;78465;Allensbacher Str.;Papiermuell;Konstanz
28.02.;78467;Allensteiner Str.;Papiermuell;Konstanz
10.02.;78464;Allmannsdorfer Str.;Papiermuell;Konstanz
14.02.;78464;Alpenstr.;Papiermuell;Konstanz
07.02.;78464;Alpsteinweg;Papiermuell;Konstanz
13.02.;78467;Alte Litzelstetter Str.;Papiermuell;Konstanz
19.02.;78464;Alte Schiffstr.;Papiermuell;Konstanz
07.02.;78465;Alte Torkelbergstr.;Papiermuell;Konstanz
14.02.;78462;Alten Graben;Papiermuell;Konstanz
06.02.;78467;Alter Bannweg;Papiermuell;Konstanz
10.02.;78467;Alter Wall 1- 9 und 2- 8 (von Theodor-Heuss-Str. bis Mainaustraße);Papiermuell;Konstanz
06.02.;78467;Alter Wall 11- 21 und 10- 20 (von Eisenbahnstr. bis Theodor-Heuss-Str.);Papiermuell;Konstanz
14.02.;78464;Altmannstr.;Papiermuell;Konstanz
13.02.;78467;Am alten Sägewerk;Papiermuell;Konstanz
24.02.;78465;Am Berg;Papiermuell;Konstanz
06.02.;78467;Am Briel;Papiermuell;Konstanz
24.02.;78465;Am Brunnen;Papiermuell;Konstanz
06.02.;78467;Am Ergatshauser Hof;Papiermuell;Konstanz
24.02.;78465;Am Fliesshorn;Papiermuell;Konstanz
07.02.;78465;Am Guckenbühl;Papiermuell;Konstanz
13.02.;78467;Am Homberg;Papiermuell;Konstanz
17.02.;78464;Am Pfeiferhölzle;Papiermuell;Konstanz
24.02.;78465;Am Rathaus;Papiermuell;Konstanz
10.02.;78467;Am Rheinufer;Papiermuell;Konstanz
07.02.;78465;Am Rinzler;Papiermuell;Konstanz
07.02.;78465;Am Schlehdorn;Papiermuell;Konstanz
07.02.;78464;Am Schmerzenmösle;Papiermuell;Konstanz
07.02.;78465;Am See;Papiermuell;Konstanz
27.02.;78467;Am Seerhein;Papiermuell;Konstanz
07.02.;78464;Am Tannenhof;Papiermuell;Konstanz
24.02.;78465;Am Tobel;Papiermuell;Konstanz
24.02.;78465;Am Ufer;Papiermuell;Konstanz
19.02.;78464;Amalienstr.;Papiermuell;Konstanz
07.02.;78465;Amselweg;Papiermuell;Konstanz
10.02.;78464;An der Linde;Papiermuell;Konstanz
17.02.;78464;An der Steig;Papiermuell;Konstanz
10.02.;78464;Auf dem Salzberg;Papiermuell;Konstanz
14.02.;78462;Auf der Insel;Papiermuell;Konstanz
07.02.;78465;Augustaweg;Papiermuell;Konstanz
27.02.;78467;August-Borsig-Str.;Papiermuell;Konstanz
14.02.;78462;Augustinerplatz;Papiermuell;Konstanz
27.02.;78467;August-Nikol.-Otto-Str.;Papiermuell;Konstanz
03.02.;78467;Austr.;Papiermuell;Konstanz
13.02.;78467;Bachbohlweg;Papiermuell;Konstanz
07.02.;78464;Bachgasse;Papiermuell;Konstanz
24.02.;78465;Bachwiesen;Papiermuell;Konstanz
10.02.;78467;Badgasse;Papiermuell;Konstanz
24.02.;78465;Bagnatosteig;Papiermuell;Konstanz
14.02.;78462;Bahnhofplatz;Papiermuell;Konstanz
14.02.;78462;Bahnhofstr.;Papiermuell;Konstanz
03.02.;78467;Banater Str.;Papiermuell;Konstanz
03.02.;78467;Bärlappweg;Papiermuell;Konstanz
07.02.;78464;Beethovenstr.;Papiermuell;Konstanz
24.02.;78465;Belchenwinkel;Papiermuell;Konstanz
13.02.;78467;Benedikt-Bauer-Str.;Papiermuell;Konstanz
10.02.;78467;Benediktinerplatz;Papiermuell;Konstanz
21.02.;78467;Berchenstr.;Papiermuell;Konstanz
17.02.;78464;Berggasse;Papiermuell;Konstanz
21.02.;78467;Berliner Str.;Papiermuell;Konstanz
06.02.;78467;Bettelgässchen;Papiermuell;Konstanz
07.02.;78464;Bettengasse;Papiermuell;Konstanz
24.02.;78465;Bettwiesen;Papiermuell;Konstanz
10.02.;78464;Beyerlestr.;Papiermuell;Konstanz
13.02.;78467;Bildwiese;Papiermuell;Konstanz
10.02.;78464;Birkenweg;Papiermuell;Konstanz
24.02.;78465;Birnaublick;Papiermuell;Konstanz
17.02.;78464;Birnauer Str.;Papiermuell;Konstanz
06.02.;78467;Bismarcksteig 3- 5 und 2- 12 a (von Wollmatinger Str. bis Steinstr.);Papiermuell;Konstanz
17.02.;78467;Bismarcksteig 7- 21 und 14 bis 20 (von Wollmatinger Str. bis Kikuz);Papiermuell;Konstanz
14.02.;78462;Blarerstr.;Papiermuell;Konstanz
13.02.;78467;Bleichenweg;Papiermuell;Konstanz
27.02.;78467;Bleicherstr.;Papiermuell;Konstanz
07.02.;78465;Blumenstr.;Papiermuell;Konstanz
14.02.;78462;Bodanplatz;Papiermuell;Konstanz
13.02.;78467;Bodanrückweg;Papiermuell;Konstanz
14.02.;78462;Bodanstr.;Papiermuell;Konstanz
24.02.;78465;Bohlstr.;Papiermuell;Konstanz
17.02.;78464;Brachsengang;Papiermuell;Konstanz
28.02.;78467;Brandenburger Str.;Papiermuell;Konstanz
07.02.;78464;Brandesstr.;Papiermuell;Konstanz
27.02.;78462;Brauneggerstr. 1- 51 und 4- 68 (von Gottlieberstr. bis Rheingutstr.);Papiermuell;Konstanz
27.02.;78462;Brauneggerstr. 55- 57 und 70- 78 (von Rheingutstr. bis Alfred-Wachtel-Str.);Papiermuell;Konstanz
24.02.;78465;Breitenriedstr.;Papiermuell;Konstanz
21.02.;78467;Breslauer Str.;Papiermuell;Konstanz
24.02.;78465;Brotgasse;Papiermuell;Konstanz
14.02.;78462;Brotlaube;Papiermuell;Konstanz
14.02.;78462;Brückengasse;Papiermuell;Konstanz
07.02.;78464;Brucknerstr.;Papiermuell;Konstanz
10.02.;78467;Bruder-Klaus-Str.;Papiermuell;Konstanz
14.02.;78462;Bruderturmgasse;Papiermuell;Konstanz
28.02.;78462;Brüelstr.;Papiermuell;Konstanz
10.02.;78464;Brugierstr.;Papiermuell;Konstanz
24.02.;78465;Brühlstr.;Papiermuell;Konstanz
24.02.;78465;Brunnenplatz;Papiermuell;Konstanz
17.02.;78464;Buchenbergweg;Papiermuell;Konstanz
07.02.;78465;Buchhaldenhof;Papiermuell;Konstanz
10.02.;78464;Buchnerstr.;Papiermuell;Konstanz
10.02.;78467;Bücklestr.;Papiermuell;Konstanz
03.02.;78467;Buhlenweg;Papiermuell;Konstanz
03.02.;78467;Bulachweg;Papiermuell;Konstanz
19.02.;78464;Bündtgasse;Papiermuell;Konstanz
